Date,Turtle,Loc_ID,Profile_ID,Size_ID,R_ID,Cap_ID,Pit_ID
8/31/2002,96.001,2,40,469,224,1,115122192A
8/24/2004,96.002,2,49,470,144,3,115122192A
9/16/2004,96.003,2,4,471,225,3,115122192A
9/26/2004,96.004,2,4,472,226,3,115122192A
10/2/2004,96.005,2,4,473,227,2,115122192A
9/26/2004,97.001,2,4,474,9,3,115122632A
9/1/2004,98.001,62,55,475,228,23,115122632A
7/1/1997,99.001,5,27,476,69,7,115123143A
6/24/1997,100.001,5,48,477,69,7,115123212A
6/13/1997,101.001,5,4,478,69,7,115123285A
6/23/1997,102.001,5,56,479,118,7,115123491A
7/12/1997,103.001,5,2,480,69,7,115123530A
5/4/2003,103.002,16,51,481,229,6,115123530A
7/31/2004,104.001,2,4,482,9,15,115124597A
8/3/2004,104.002,2,45,483,9,3,115124597A
8/14/2004,104.003,2,40,484,9,3,115124597A
9/15/2002,105.001,2,57,485,9,1,115124650A
10/5/2002,105.002,2,58,486,9,2,115124650A
7/27/2004,105.003,2,59,487,230,3,115124650A
8/3/2004,105.004,2,40,488,9,3,115124650A
8/14/2004,105.005,2,45,489,9,2,115124650A
7/11/2004,106.001,2,4,490,231,4,115125561A
6/14/1997,107.001,5,15,491,232,7,115125796A
8/2/2000,107.002,16,11,492,233,6,115125796A
6/9/2002,107.003,5,11,493,234,6,115125796A
9/15/2002,107.004,2,2,494,235,2,115125796A
5/4/2003,107.005,50,22,495,9,6,115125796A
7/19/2003,107.006,2,2,496,236,6,115125796A
9/21/2003,107.007,2,2,497,9,6,115125796A
6/13/2004,107.008,2,2,498,9,6,115125796A
6/25/2004,107.009,2,2,499,9,5,115125796A
7/18/2006,107.01,4,8,500,14,6,115125796A
6/30/1997,108.001,5,60,501,69,7,11512609A?
9/19/2004,109.001,63,23,502,237,12,115126644A
6/22/2011,109.002,6,2,503,35,6,115126644A
7/13/2011,109.003,15,2,504,36,6,115126644A
7/22/2013,109.004,64,11,505,17,6,115126644A
7/23/2014,109.005,21,11,506,43,14,115126644A
8/25/2015,109.006,5,8,507,14,6,115126644A
8/24/2004,110.001,2,49,508,238,3,115127185A
6/15/1997,111.001,5,27,509,69,7,115127332A
9/28/2002,111.002,2,40,510,239,2,115127332A
8/27/2003,111.003,2,45,511,240,5,115127332A
7/22/2013,111.004,64,5,512,17,6,115127332A
7/8/2015,111.006,5,5,513,91,6,115127332A
6/13/1997,112.005,5,4,514,241,7,115128651A
6/2/1996,113.001,16,5,515,242,7,115129696A
6/19/1997,113.002,5,4,516,243,6,115129696A
6/24/2000,113.003,16,5,517,244,6,115129696A
8/5/2008,113.004,30,24,518,14,6,115129696A
7/10/2002,114.001,4,20,519,245,24,115131333A
7/17/2004,115.001,47,45,520,147,7,115132330A
7/27/2004,115.002,2,20,521,230,3,115132330A
8/24/2004,115.003,2,49,522,246,3,115132330A
9/16/2004,115.004,2,40,523,247,2,115132330A
6/8/2002,116.001,4,4,524,9,24,115132627A
6/17/1996,117.001,4,11,416,248,7,115133572A
9/21/1996,117.002,4,11,83,248,6,115133572A
6/16/1997,117.003,5,2,525,249,6,115133572A
9/7/2002,117.004,2,2,526,250,2,115133572A
7/19/2003,117.005,2,2,527,236,6,115133572A
8/3/2003,117.006,2,2,528,251,5,115133572A
7/27/2004,117.007,2,2,529,252,3,115133572A
9/1/2004,117.008,2,2,530,9,3,115133572A
9/16/2004,117.009,2,2,531,9,3,115133572A
6/17/2011,117.01,6,2,532,34,6,115133572A
5/1/2013,117.011,13,2,533,140,6,115133572A
7/25/2014,117.012,21,11,534,43,9,115133572A
7/10/2015,117.013,5,11,535,101,6,115133572A
9/16/2004,118.001,31,23,536,9,12,115136154A
7/16/2015,118.002,41,1,537,253,6,115136154A
9/16/2004,119.001,51,23,538,254,15,115136164A
7/15/2008,119.002,65,8,539,14,6,115136164A
6/15/2010,119.003,7,2,540,27,6,115136164A
9/14/1996,120.001,4,11,541,95,7,115136761A
9/21/1996,120.002,4,11,83,255,6,115136761A
6/16/1997,120.003,5,2,542,256,6,115136761A
8/5/2008,120.004,7,8,543,14,6,115136761A
7/29/1997,121.001,5,2,544,257,7,115137326A
7/31/2000,121.002,16,11,545,258,6,115137326A
7/24/2002,121.003,50,2,546,9,6,115137326A
5/4/2003,121.004,50,61,547,9,6,115137326A
7/17/2004,121.005,17,2,548,259,6,115137326A
6/15/1997,122.001,5,2,549,69,7,115137451A
10/5/2002,122.002,2,2,550,260,2,115137451A
7/19/2003,122.003,2,2,551,147,6,115137451A
9/14/2003,122.004,2,2,552,168,6,115137451A
8/14/2004,122.005,2,2,553,9,2,115137451A
7/19/2006,122.006,18,8,554,209,6,115137451A
8/29/2006,122.007,5,11,555,11,6,115137451A
6/15/2010,122.008,12,2,556,261,6,115137451A
6/23/2010,122.009,12,2,557,29,6,115137451A
7/14/2010,122.01,12,2,558,32,6,115137451A
7/29/2010,122.011,13,2,559,14,6,115137451A
6/10/2011,122.012,14,2,560,33,6,115137451A
6/14/2011,122.013,14,2,561,34,6,115137451A
6/15/2011,122.014,14,2,561,34,6,115137451A
6/17/2011,122.015,6,2,560,34,6,115137451A
6/23/2011,122.016,6,2,560,49,6,115137451A
7/28/2011,122.017,5,2,562,262,6,115137451A
5/21/2013,122.018,12,2,563,83,6,115137451A
9/7/1996,123.001,16,5,564,73,7,115138535A
9/21/1996,123.002,4,5,83,263,6,115138535A
6/16/1997,123.003,5,48,565,69,6,115138535A
6/28/1998,123.004,5,5,566,73,6,115138535A
9/7/2002,123.005,2,4,567,264,2,115138535A
9/15/2002,123.006,2,4,568,9,2,115138535A
9/22/2002,123.007,2,4,569,9,2,115138535A
9/28/2002,123.008,2,4,570,9,2,115138535A
6/25/2004,123.009,2,20,571,9,5,115138535A
7/9/2004,123.01,2,4,572,70,5,115138535A
8/7/2004,123.011,2,40,573,9,6,115138535A
9/16/2004,123.012,2,20,574,265,2,115138535A
7/19/2006,123.013,18,8,575,209,6,115138535A
7/22/2014,123.014,21,5,576,43,11,115138535A
7/23/2014,123.015,21,5,577,43,11,115138535A
10/12/2001,124.001,16,11,578,9,7,115139211A
6/1/2002,124.002,16,2,579,9,6,115139211A
7/24/2002,124.003,4,2,580,266,6,115139211A
5/10/2003,124.004,16,2,581,267,6,115139211A
8/27/2003,124.005,3,2,582,9,5,115139211A
8/14/2004,124.006,2,3,583,268,6,115139211A
7/20/2004,125.001,2,2,584,269,15,115139480A
7/27/2004,125.002,2,2,585,270,2,115139480A
8/1/1997,126.001,5,43,586,271,7,115144550A
7/31/2000,126.002,16,11,587,272,6,115144550A
9/6/2001,126.003,5,5,588,273,6,115144550A
9/28/2002,127.001,2,39,589,9,1,115146344A
9/16/2004,127.002,2,20,590,274,3,115146344A
7/23/2014,127.003,21,5,591,43,11,115146344A
6/13/1997,128.001,5,4,366,69,7,115147237A
5/4/2003,128.002,50,4,592,9,6,115147237A
8/15/2003,128.003,2,4,593,275,6,115147237A
7/17/2004,128.004,17,4,594,276,6,115147237A
6/19/2010,128.005,12,4,595,277,6,115147237A
6/16/2011,128.006,14,4,596,278,6,115147237A
5/21/2013,128.007,12,24,597,83,6,115147237A
7/17/2014,128.008,20,11,598,43,9,115147237A
7/24/2014,128.009,56,5,599,43,9,115147237A
8/25/2015,128.01,5,24,600,279,6,115147237A
7/12/1997,129.001,5,2,601,69,7,115147330A
6/2/2001,129.002,4,11,602,9,6,115147330A
8/31/2002,129.003,2,2,603,280,2,115147330A
9/15/2002,129.004,2,2,604,281,2,115147330A
10/5/2002,129.005,2,2,605,282,2,115147330A
4/26/2003,129.006,4,11,606,283,6,115147330A
6/5/2004,129.007,2,2,607,9,6,115147330A
7/16/2004,129.008,2,2,608,9,3,115147330A
9/16/2004,129.009,2,2,609,9,3,115147330A
9/19/2004,129.01,2,2,610,9,3,115147330A
9/26/2004,129.011,2,2,611,9,3,115147330A
7/22/2006,129.012,5,2,612,284,6,115147330A
6/15/2010,129.013,7,2,613,27,6,115147330A
6/22/2010,129.014,12,2,614,28,6,115147330A
6/10/2011,129.015,6,2,615,41,6,115147330A
7/24/2002,130.001,4,4,616,285,7,115148534A
8/25/2002,130.002,2,4,617,286,2,115148534A
7/20/2003,130.003,2,4,618,9,2,115148534A
8/24/2004,130.004,2,49,619,54,3,115148534A
7/19/2006,130.005,4,8,620,14,6,115148534A
7/15/2008,130.006,7,24,621,14,6,115148534A
7/29/2010,130.007,13,4,622,14,6,115148534A
8/3/2010,130.008,18,4,623,287,6,115148534A
7/22/2014,130.009,21,5,624,43,11,115148534A
7/23/2004,131.001,31,62,625,9,12,115148667A
7/8/2015,131.002,28,42,626,60,6,115148667A
6/13/1997,132.001,39,63,627,14,21,115531656A
6/27/2004,132.002,31,64,628,14,21,115531656A
7/16/2015,132.003,41,65,629,14,6,115531656A
7/22/2013,133.001,46,5,630,17,7,125224240A
7/22/2014,133.002,21,5,631,43,11,125224240A
7/25/2014,133.003,21,5,632,43,9,125224240A
7/7/2015,134.001,39,5,633,67,7,125231135A
7/24/2013,135.001,39,42,634,17,7,125234710A
7/26/2013,136.001,52,11,635,17,7,125239272A
7/8/2015,137.001,28,37,636,60,7,125244765A
7/23/2013,138.001,9,42,637,17,7,125246540A
7/17/2014,139.001,20,5,638,43,19,125248694A
7/22/2013,140.001,46,11,639,17,7,125252352A
8/29/2013,140.002,55,11,640,84,6,125252352A
7/22/2014,140.003,21,11,641,43,9,125252352A
7/10/2015,141.001,53,42,642,288,7,125256591A
7/23/2013,142.001,66,66,643,17,24,125257350A
7/25/2013,143.001,39,11,644,17,7,125321612A
7/9/2015,144.001,23,37,645,67,7,125322383A
7/22/2013,145.001,46,11,646,17,7,125322661A
7/17/2014,145.002,20,5,647,43,9,125322661A
7/24/2014,145.003,21,11,648,43,9,125322661A
8/28/2013,146.001,37,11,649,84,7,125325255A
7/24/2013,147.001,9,11,650,17,7,125629395A
7/24/2013,148.001,52,11,651,17,7,125631250A
7/9/2015,149.001,39,11,652,101,7,125635663A
7/22/2013,150.001,46,11,653,17,7,125636323A
8/27/2015,151.001,5,9,83,14,6,125636470A
7/24/2013,152.001,39,11,654,17,7,125644612A
7/7/2015,153.001,67,42,655,60,7,125656625A
7/8/2015,153.002,5,42,656,91,6,125656625A
7/10/2015,154.001,5,5,657,101,7,125668217A
7/17/2014,155.001,56,37,658,43,9,125668697A
7/24/2014,155.002,21,37,659,43,9,125668697A
8/30/2013,156.001,68,37,660,84,7,125668697A
7/7/2015,157.001,39,5,661,91,7,125671362A
8/29/2013,158.001,69,67,662,84,7,125673490A
7/24/2013,159.001,70,11,663,17,7,125676643A
7/24/2013,160.001,9,11,664,17,7,125711634A
7/7/2015,161.001,39,5,665,67,7,125715551A
8/29/2013,162.001,55,5,666,84,7,125719557A
7/24/2014,162.002,21,5,667,43,9,125719557A
8/25/2015,162.003,5,24,668,14,6,125719557A
7/25/2013,163.001,39,42,669,17,7,125726344A
7/22/2013,164.001,46,11,670,17,7,125727540A
7/24/2013,165.001,9,5,671,17,7,125727586A
7/22/2013,166.001,64,5,672,17,7,125734713A
8/29/2013,166.002,55,5,673,84,6,125734713A
7/23/2013,167.001,9,11,674,17,6,125736792A
8/26/2014,167.002,71,44,675,289,6,125736792A
8/26/2014,168.001,71,68,676,290,7,125817180A
8/28/2013,169.001,43,11,677,84,7,125821516A
7/18/2014,169.002,29,2,678,43,9,125821516A
7/23/2014,169.003,21,11,679,43,9,125821516A
7/14/2015,169.004,72,11,680,291,6,125821516A
8/26/2015,169.005,5,8,681,14,6,125821516A
8/28/2013,170.001,37,11,682,84,7,125822566A
8/26/2014,170.002,5,8,683,292,6,125822566A
8/26/2014,171.001,5,69,684,293,7,125836470A
7/7/2015,171.002,23,11,685,60,6,125836470A
7/25/2013,172.001,73,42,686,17,7,125848657A
7/15/2015,172.002,53,70,687,14,6,125848657A
6/22/2010,173.001,12,2,688,28,6,15137451A
8/24/2003,174.001,3,40,689,9,4,430E40113C
7/25/2003,175.001,2,4,690,9,7,430E451A75
9/7/2002,176.001,2,29,691,294,1,430E45291F
9/15/2002,176.002,2,29,691,294,2,430E45291F
9/22/2002,176.003,2,26,692,295,2,430E45291F
10/5/2002,176.004,2,45,693,296,2,430E45291F
5/10/2003,176.005,4,40,694,297,2,430E45291F
8/3/2003,176.006,2,26,695,298,5,430E45291F
7/25/2003,177.001,2,40,696,9,7,430E482201
8/14/2004,177.002,2,26,697,299,3,430E482201
5/10/2003,178.001,16,2,698,9,7,430E4B1E53
9/14/2003,179.001,2,4,699,168,7,430E4C020E
7/15/2008,180.001,7,8,700,14,6,430E4E6516
8/15/2002,181.001,2,11,701,300,7,430E4E651E
9/15/2002,181.002,2,3,702,300,2,430E4E651E
10/5/2002,181.003,2,3,703,301,2,430E4E651E
5/25/2003,181.004,4,32,704,302,2,430E4E651E
7/10/2003,181.005,2,1,705,78,2,430E4E651E
7/15/2003,181.006,2,11,706,9,6,430E4E651E
7/25/2003,181.007,2,1,707,303,6,430E4E651E
6/13/2004,181.008,2,2,708,9,6,430E4E651E
6/25/2004,181.009,2,44,709,9,6,430E4E651E
7/2/2004,181.01,2,2,710,9,3,430E4E651E
7/22/2006,181.011,5,21,711,81,6,430E4E651E
6/10/2011,181.012,14,2,712,304,6,430E4E651E
5/4/2003,182.001,50,4,713,9,7,430E4F1F7C
7/17/2004,182.002,2,4,714,9,5,430E4F1F7C
8/29/2006,182.003,5,5,715,11,25,430E4F1F7C
7/7/2010,182.004,12,4,716,305,6,430E4F1F7C
7/22/2013,182.005,64,5,717,17,6,430E4F1F7C
7/18/2014,182.006,74,2,718,43,16,430E4F1F7C
8/25/2015,182.007,5,38,719,14,6,430E4F1F7C
6/2/1996,183.001,35,5,720,74,7,430E542418
6/1/2003,183.002,4,4,721,306,2,430E542418
9/22/2002,184.001,2,20,722,307,1,430E584B72
8/24/2003,184.002,3,40,723,9,5,430E584B72
7/11/2004,184.003,2,26,724,9,5,430E584B72
8/7/2004,184.004,2,40,725,9,5,430E584B72
7/19/2006,184.005,36,24,726,14,6,430E584B72
7/14/2010,184.006,12,4,727,32,6,430E584B72
7/18/2014,184.007,29,4,728,43,9,430E584B72
9/22/2002,185.001,2,6,729,308,1,430E69327C
7/19/2003,185.002,2,40,730,38,6,430E69327C
7/20/2004,185.003,2,25,731,9,3,430E69327C
7/18/2006,185.004,4,8,732,14,6,430E69327C
8/24/2003,186.001,3,2,733,9,4,430E6C5430
8/14/2004,187.001,2,2,734,309,6,430E6C5730
7/10/2003,188.001,8,40,735,310,8,430E6F734D
9/16/2004,188.002,2,20,736,311,2,430E6F734D
6/1/2002,189.001,16,11,737,8,7,430E71096B
5/4/2003,189.002,50,2,738,9,6,430E71096B
5/25/2003,189.003,4,2,739,9,2,430E71096B
7/19/2003,189.004,2,2,740,38,6,430E71096B
7/20/2003,189.005,2,2,741,9,2,430E71096B
7/18/2006,189.006,4,8,742,14,6,430E71096B
7/15/2008,189.007,45,8,743,14,6,430E71096B
8/5/2008,189.008,30,8,744,14,6,430E71096B
9/7/2002,190.001,2,4,745,312,1,430E752D7E
9/28/2002,190.002,2,4,746,313,2,430E752D7E
5/10/2003,190.003,50,40,747,314,6,430E752D7E
6/25/2004,191.001,2,4,748,315,7,4310375B55
9/1/2004,191.002,2,4,749,9,3,4310375B55
9/26/2004,191.003,2,4,750,9,3,4310375B55
9/15/2002,192.001,2,4,751,316,1,4310430B44
8/17/2003,192.002,2,4,752,317,6,4310430B44
8/14/2004,192.003,2,4,753,9,6,4310430B44
5/4/2003,193.001,50,2,754,9,7,4310471B36
7/5/2004,193.002,2,2,755,9,5,4310471B36
7/30/2000,194.001,4,11,756,318,7,43104B757F
5/10/2003,194.002,16,2,757,9,6,43104B757F
7/2/2004,194.003,2,2,758,9,2,43104B757F
8/3/2004,194.004,2,2,759,319,6,43104B757F
8/14/2004,194.005,2,2,760,9,6,43104B757F
9/16/2004,194.006,2,2,761,9,2,43104B757F
7/18/2006,194.007,44,8,762,14,6,43104B757F
7/15/2003,195.001,75,42,763,9,12,4310597F06
6/25/2004,195.002,58,71,764,320,20,4310597F06
7/31/2004,195.003,58,71,765,9,20,4310597F06
8/7/2004,195.004,58,71,766,9,20,4310597F06
8/26/2014,195.005,71,68,767,321,6,4310597F06
8/27/2014,195.006,71,68,768,103,6,4310597F06
8/31/2002,196.001,2,1,769,322,1,43106C1343
5/15/2004,196.002,17,3,770,39,6,43106C1343
6/13/2004,196.003,2,10,771,9,6,43106C1343
7/20/2004,196.004,2,44,772,9,3,43106C1343
6/25/2004,197.001,2,4,773,9,1,43127E321F
7/28/2011,197.002,76,18,774,323,6,43127E321F
5/21/2013,197.003,36,4,775,83,6,43127E321F
7/17/2014,197.004,20,5,776,43,19,43127E321F
7/22/2014,197.005,21,5,777,43,9,43127E321F
7/24/2014,197.006,21,5,778,43,9,43127E321F
7/7/2015,197.007,23,5,779,60,6,43127E321F
7/8/2015,197.008,5,5,780,91,6,43127E321F
7/17/2015,197.009,23,5,781,14,6,43127E321F
8/3/2003,198.001,2,45,782,9,4,43152C554D
9/28/2003,199.001,31,23,783,324,12,431532260E
6/25/2004,199.002,31,23,784,325,20,431532260E
6/27/2004,199.003,31,23,785,326,3,431532260E
7/23/2004,199.004,31,23,786,327,20,431532260E
7/31/2004,199.005,31,23,787,9,20,431532260E
9/16/2004,199.006,31,23,788,9,20,431532260E
7/27/2010,199.007,77,2,789,328,6,431532260E
7/20/2011,199.008,38,17,790,56,6,431532260E
7/21/2011,199.009,38,17,790,329,6,431532260E
7/22/2011,199.01,38,17,790,90,6,431532260E
7/27/2011,199.011,38,17,791,330,6,431532260E
7/28/2011,199.012,38,17,792,330,6,431532260E
8/28/2013,199.013,78,11,793,84,6,431532260E
8/26/2014,199.014,71,8,794,321,6,431532260E
9/15/2002,200.001,2,4,795,331,1,43153B7901
9/28/2002,200.002,2,4,796,331,2,43153B7901
5/4/2003,200.003,16,40,797,332,6,43153B7901
6/13/2004,200.004,2,4,798,9,6,43153B7901
7/20/2004,200.005,2,27,799,333,3,43153B7901
7/19/2006,200.006,44,24,800,14,6,43153B7901
5/25/2010,200.007,18,4,801,15,6,43153B7901
6/14/2011,200.008,6,72,802,34,6,43153B7901
6/15/2011,200.009,14,72,802,34,6,43153B7901
6/23/2011,200.01,14,72,802,27,6,43153B7901
7/25/2014,200.011,21,5,803,43,9,43153B7901
5/10/2003,201.001,16,4,804,9,7,43153F590E
5/15/2004,202.001,79,1,805,334,7,43154B4B52
10/5/2002,203.001,2,5,806,335,1,4315501F07
8/3/2003,203.002,2,4,807,336,5,4315501F07
7/15/2008,204.001,45,8,808,14,6,4315513A15
6/2/1996,205.001,35,5,809,337,7,4315527A23
7/25/1997,205.002,5,4,127,338,6,4315527A23
8/27/2003,205.003,2,4,810,9,6,4315527A23
8/24/2004,205.004,2,49,811,54,3,4315527A23
9/7/2002,206.001,60,23,812,339,26,43155C4529
9/15/2002,206.002,60,23,813,340,26,43155C4529
8/24/2003,206.003,51,23,814,341,15,43155C4529
6/25/2004,206.004,51,23,815,342,3,43155C4529
7/2/2004,206.005,51,23,816,343,3,43155C4529
7/5/2004,206.006,51,23,817,9,3,43155C4529
7/16/2004,206.007,51,23,818,344,3,43155C4529
7/21/2004,206.008,51,23,819,9,3,43155C4529
7/31/2004,206.009,51,23,820,9,3,43155C4529
9/4/2004,206.01,51,23,821,7,3,43155C4529
9/26/2004,206.011,51,23,822,9,3,43155C4529
7/7/2010,206.012,25,2,823,345,6,43155C4529
7/8/2010,206.013,25,2,824,346,6,43155C4529
7/17/2014,206.014,20,11,825,43,19,43155C4529
7/18/2014,206.015,29,2,826,43,9,43155C4529
7/10/2015,206.016,5,11,827,101,6,43155C4529
7/17/2015,206.017,72,11,828,14,6,43155C4529
8/26/2015,206.018,5,73,829,14,6,43155C4529
8/14/2002,207.001,50,2,830,347,7,43155C7477
8/3/2003,207.002,2,2,831,9,5,43155C7477
7/7/2010,208.001,25,4,832,348,6,43155E4C2B
7/8/2010,208.002,25,4,833,14,6,43155E4C2B
7/20/2010,208.003,80,4,834,29,6,43155E4C2B
7/22/2010,208.004,80,4,835,349,6,43155E4C2B
8/31/2002,208.005,60,55,836,350,26,43155E4C2B
9/7/2002,208.006,60,74,837,351,26,43155E4C2B
9/6/2003,208.007,51,55,838,205,15,43155E4C2B
9/22/2002,209.001,2,2,839,352,2,43155F3A15
10/13/2002,209.002,2,2,840,353,2,43155F3A15
9/21/2003,209.003,2,2,841,9,7,43155F3A15
10/12/2003,209.004,2,2,842,7,2,43155F3A15
8/3/2004,209.005,2,2,843,116,6,43155F3A15
8/14/2004,209.006,2,2,844,354,6,43155F3A15
7/19/2006,209.007,44,8,845,14,6,43155F3A15
6/15/2010,209.008,7,2,846,27,6,43155F3A15
6/22/2010,209.009,7,2,847,355,6,43155F3A15
6/23/2010,209.01,7,2,848,356,6,43155F3A15
6/16/2011,209.011,6,2,849,357,6,43155F3A15
7/13/2011,209.012,15,4,850,36,6,43155F3A15
5/10/2003,210.001,16,2,851,9,7,4315655E3E
7/19/2003,210.002,2,2,852,38,6,4315655E3E
10/5/2003,210.003,2,2,853,7,2,4315655E3E
6/25/2004,210.004,2,2,854,136,5,4315655E3E
7/20/2004,210.005,2,2,855,358,6,4315655E3E
8/3/2003,211.001,2,45,856,9,4,435F6D3566
8/24/2003,211.002,3,40,857,9,5,435F6D3566
6/21/2004,211.003,2,6,858,9,5,435F6D3566
7/20/2004,211.004,2,45,859,9,3,435F6D3566
7/14/2010,212.001,7,4,860,36,6,435F713838
9/7/2002,213.001,2,4,861,359,1,435F713B39
9/22/2002,213.001,2,45,862,307,2,435F713B39
8/24/2003,213.001,3,40,863,9,5,435F713B39
6/21/2004,213.001,2,40,864,9,6,435F713B39
7/5/2004,213.001,2,45,865,9,2,435F713B39
8/14/2004,213.001,2,45,866,9,6,435F713B39
7/19/2006,213.001,16,8,867,14,6,435F713B39
8/29/2006,213.001,5,5,868,11,6,435F713B39
7/23/2014,213.001,21,11,869,43,9,435F713B39
9/15/2002,214.001,2,2,870,307,1,435F7A6572
10/5/2002,214.002,2,2,871,307,2,435F7A6572
8/17/2003,214.003,2,75,872,317,6,435F7A6572
8/14/2004,214.004,2,3,873,9,6,435F7A6572
8/24/2004,214.005,2,12,874,54,3,435F7A6572
7/18/2006,214.006,4,16,875,14,6,435F7A6572
7/25/2003,215.001,2,22,876,9,7,43600A6041
7/11/2004,215.002,2,2,877,9,5,43600A6041
7/18/2006,215.003,44,16,878,14,6,43600A6041
7/7/2010,215.004,81,2,879,360,6,43600A6041
7/27/2011,215.005,76,76,880,115,6,43600A6041
7/7/2010,216.001,12,7,881,361,7,46604C296C
7/29/2010,216.002,13,29,882,14,6,46604C296C
6/1/2011,217.001,54,77,883,362,7,46614A5844
7/22/2013,217.002,46,5,884,17,6,46614A5844
7/24/2014,218.001,21,11,885,43,10,46622D2406
6/10/2011,219.001,14,40,886,363,7,466428210C
7/24/2014,220.001,56,11,887,43,9,466626772B
8/28/2014,221.001,5,51,888,364,6,4668A25245B
7/27/2011,222.001,82,21,889,365,6,466926772B
5/21/2013,222.002,36,8,890,83,6,466926772B
7/22/2013,222.003,64,11,891,17,6,466926772B
7/17/2014,222.004,20,11,892,43,9,466926772B
7/18/2014,222.005,74,2,893,43,27,466926772B
7/27/2010,223.001,25,21,894,366,7,4669420A2A
7/17/2014,224.001,20,11,895,43,28,466947432E
7/28/2011,225.001,48,7,896,323,7,4669777F74
7/18/2014,225.002,29,4,897,43,9,4669777F74
7/22/2014,225.003,21,5,898,43,11,4669777F74
7/27/2011,226.001,14,14,899,115,7,46697C6251
7/23/2014,226.002,21,11,900,43,11,46697C6251
7/8/2015,226.003,5,11,901,91,6,46697C6251
7/17/2015,226.004,72,11,902,14,6,46697C6251
8/25/2015,226.005,5,8,903,14,6,46697C6251
7/17/2014,227.001,20,11,904,43,28,46697F6301
7/24/2014,228.001,21,11,905,43,9,466A0D062
7/22/2014,229.001,21,11,906,43,10,466A0D062C
7/18/2014,230.001,74,2,907,367,27,466A1F4770
8/25/2015,231.001,5,16,908,14,6,466A1F4770
6/17/2011,232.001,6,78,909,34,7,466A1F477D
5/21/2013,232.002,12,8,910,83,6,466A1F477D
7/8/2015,232.003,5,11,911,91,6,466A1F477D
7/14/2015,232.004,67,1,912,368,6,466A1F477D
6/23/2011,233.001,6,14,913,49,7,466A243A59
7/15/2014,233.002,83,71,914,14,21,466a243a59
6/10/2011,234.001,14,2,915,33,7,466A25245B
6/14/2011,234.002,6,79,916,34,6,466A25245B
6/17/2011,234.003,6,2,915,34,6,466A25245B
8/28/2014,234.004,5,8,917,369,29,466A25245B
7/8/2015,234.005,5,11,918,91,6,466A25245B
7/17/2015,234.006,23,42,919,14,6,466A25245B
